objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,64826,0,,0,0,0,0,0,0,0,0,0,3,,,,,,30573200,5.9233,6.74591,2.6667,2617,1856,thing,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,3,4,120,120,90,2010,"3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Mottainai,175199,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,30183786,6.57885,7.03696,3.0735,837,5991,thing,Mottainai,2,5,30,30,15,2015,"2,3,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Mr. Jack,21763,8.5,18,0,1,0,0,0,0,0,0,0,3,,,,,,8073732,6.88159,7.0373,2.186,471,17101,thing,Mr. Jack,2,2,30,30,30,2006,2,2,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Murano,163413,8,2,0,1,0,0,0,0,0,0,0,2,,Unique action selection mechanism utilizing a rondel with shared movement.  End game scoring is where majority of the points come from and that is determined by cards which help shape strategy.  Hard to tell who is going to win which prevents leader bashing.  Unintentional screwage as people go for goals on the same island.  ,,,,28974862,6.49739,7.24427,2.7129,951,2148,thing,Murano,2,4,75,75,60,2014,"2,3,4",,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,Mayfair Games,English,2014,English edition
Mykerinos,21441,6.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,42239275,6.51163,6.86108,2.565,923,3842,thing,Mykerinos,2,4,45,45,45,2006,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Myrmes,126792,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,19118254,6.88719,7.29965,3.4412,464,5987,thing,Myrmes,2,4,120,120,60,2012,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Mysterium,181304,5,1,0,0,0,0,0,0,0,0,0,3,,,,,,40833084,7.23736,7.37871,1.9043,201,38194,thing,Mysterium,2,7,42,42,42,2015,"3,4,5,6,7","5,6",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Mystic Vale,194607,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,55247823,6.98355,7.29857,2.2887,374,10697,thing,Mystic Vale,2,4,45,45,45,2016,"2,3,4",2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Nations,126042,0,,0,0,0,0,0,0,0,0,0,4,,,,,,20471088,7.40208,7.66302,3.5388,118,11154,thing,Nations,1,5,200,200,40,2013,"1,2,3,4,5",3,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Navegador,66589,8,3,0,0,0,0,0,0,0,0,0,4,,,,,,12558720,7.25256,7.56039,3.0981,194,7190,thing,Navegador,2,5,90,90,60,2010,"2,3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Neanderthal,171662,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,32412162,6.39153,7.45112,3.6829,1144,3990,thing,Neanderthal,1,3,120,120,60,2015,"1,2,3",3,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Neolithic,193486,6,2,0,0,0,0,0,0,0,0,0,3,,,,,,56364097,5.76918,7.29464,2.0833,3674,603,thing,Neolithic,1,2,45,45,30,2016,2,2,8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Neue Heimat,32944,0,,0,0,0,0,0,0,0,0,0,4,,,,,,53958878,6.17319,7.30765,2.6885,1666,526,thing,Neue Heimat,2,5,45,45,45,2007,"3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
New Amsterdam,128898,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,27148578,6.25565,7.08669,3.2371,1443,1538,thing,New Amsterdam,2,5,90,90,90,2012,"2,3,4,5","4,5",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The New Era,96007,7.5,2,0,0,0,0,0,0,0,0,0,3,,,,,,23851129,6.47109,7.54181,3.4464,996,1634,thing,The New Era,2,5,60,60,60,2011,"2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
New World: A Carcassonne Game,34615,7.25,1,0,0,0,0,0,0,0,0,0,3,,,,,,8469105,6.08184,6.47912,2.0606,1934,3492,thing,New World: A Carcassonne Game,2,5,45,45,45,2008,"2,3,4",,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Newton,244711,0,,0,0,0,0,0,0,0,0,1,4,Rated highly by Geekbuddies.  KdJ nominee.  Explore more.,,,,,60730298,6.96444,7.65763,3.3868,392,3791,thing,Newton,1,4,90,90,90,2018,"1,2,3,4",3,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Nexus Ops,15363,7,4,0,1,0,0,0,0,0,0,0,4,Requested for Christmas,,,,,8501016,6.96757,7.22875,2.2255,390,10449,thing,Nexus Ops,2,4,90,90,90,2012,"2,3,4",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,Fantasy Flight Games,English,2012,English second edition
Nightfall,88408,6,,0,0,0,0,0,0,0,0,0,3,,,,,,16048540,6.22514,6.50768,2.6389,1513,5150,thing,Nightfall,2,5,45,45,45,2011,"2,3,4,5",,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Nippon,154809,0,,0,0,0,0,0,0,0,0,0,4,investigate more. heavy.,,,,,30433056,7.12042,7.72358,3.775,269,4168,thing,Nippon,2,4,120,120,60,2015,"2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
NMBR 9,217449,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,50093158,6.6176,6.95936,1.1711,780,5957,thing,NMBR 9,1,4,20,20,20,2017,"1,2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
No Thanks!,12942,5,,0,0,0,0,0,0,0,0,0,3,,,,,,12558684,6.94033,7.05001,1.1438,416,24232,thing,No Thanks!,3,7,20,20,20,2004,"3,4,5,6","4,5",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Noria,233676,5.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,57700573,6.03238,6.59919,3.6226,2127,2531,thing,Noria,2,4,120,120,70,2017,"2,3,4","3,4",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Nothing Personal,120523,5,1,0,0,0,0,0,0,0,0,0,3,,Lacks catch up mechanism and the rich get richer.  No incentive to to go after the leader independently as it requires a team effort to stop them and you'll likely get buried since they have more resources anyway.  ,,,,20134430,6.50172,7.1164,2.7714,939,3194,thing,Nothing Personal,3,5,120,120,120,2013,"3,4,5","4,5",12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Notre Dame,25554,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,16552184,7.16224,7.36229,2.7525,245,11362,thing,Notre Dame,2,5,75,75,45,2007,"2,3,4,5","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Nuns on the Run,65515,6,3,0,0,0,0,0,0,0,0,0,3,,,,,,12000956,6.23889,6.52246,2.066,1481,4840,thing,Nuns on the Run,2,8,45,45,45,2010,"4,5,6,7,8","5,6",10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Nusfjord,234277,6.5,1,0,0,0,0,0,0,0,0,0,3,,,,,,62000659,6.83078,7.54142,2.9359,529,3594,thing,Nusfjord,1,5,100,100,20,2017,"1,2,3,4,5","1,3",10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
"""Oh My God! There's An Axe In My Head."" The Game of International Diplomacy ",23304,7,,0,0,0,0,0,0,0,0,0,3,,,,,,8501070,5.51015,5.98128,2.1818,13506,233,thing,"""Oh My God! There's An Axe In My Head."" The Game of International Diplomacy ",2,6,60,60,60,2014,"4,5,6","5,6",12,,,,,,,standalone,,,,,,,,,,,,,,,
Okey Dokey,211940,4,1,0,0,0,0,0,0,0,0,0,3,,,,,,45126615,5.84488,6.56518,1.1538,3059,1362,thing,Okey Dokey,1,5,32,32,16,2016,"1,2,3,4,5",2,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Olympus,73070,5,1,0,0,0,0,0,0,0,0,0,3,,Feels like military is a dominant strategy after one play. ,,,,26319975,6.1823,6.85226,3.0091,1644,1989,thing,Olympus,3,5,120,120,60,2010,"3,4,5","4,5",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Omen: A Reign of War,94104,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,13678175,6.44586,7.40768,2.3404,1047,2762,thing,Omen: A Reign of War,2,2,30,30,30,2011,2,2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
One Night Ultimate Werewolf,147949,6,12,0,0,0,0,0,0,0,0,0,3,,,,,,26712320,7.01534,7.19123,1.3985,343,30009,thing,One Night Ultimate Werewolf,3,10,10,10,10,2014,"4,5,6,7,8,9,10","6,7,8",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ora et Labora,70149,7.5,1,0,0,0,0,0,0,0,0,0,4,,,,,,15746254,7.42448,7.71273,3.9037,109,10972,thing,Ora et Labora,1,4,180,180,60,2011,"1,2,3,4",3,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
The Oracle of Delphi,193558,7.5,1,0,0,0,0,0,0,0,0,0,4,reserach more,,,,,44329804,6.82987,7.3222,3.01,530,5157,thing,The Oracle of Delphi,2,4,100,100,70,2016,"2,3,4","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Orléans,164928,6.5,3,0,1,0,0,0,0,0,0,0,2,,Bag builder.  Enjoyable but feels like path to victory comes down to scholar track and building settlements.  Events not punitive enough to deter this strategy.  ,,,,27460066,7.88057,8.08134,3.0638,26,20196,thing,Orléans,2,4,90,90,90,2014,"2,3,4",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Outburst Remix!,14525,5,,0,0,0,0,0,0,0,0,0,3,,,,,,8105488,5.58262,6.47103,1.1429,7278,330,thing,Outburst Remix!,4,10,30,30,30,2004,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Die Paläste von Carrara,129948,7.5,4,0,1,0,0,0,0,0,0,0,4,explore more,,,,,29390470,6.76007,7.21529,2.6106,614,4060,thing,The Palaces of Carrara,2,4,60,60,60,2012,"2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,Hans im Glück,German,2012,German first edition
Panamax,131287,8.5,3,0,1,0,0,0,0,0,0,0,2,Christmas wish list.,"Fantastic economic game with agonizing decisions.  You control a company, which others can buy stock in, but you win by having the most personal money.  Tough to balance the weight of decisions to load or move to mitigate cargo fees for your company.  Interesting 'push' mechanic for ships moving through the lock system.  ",,,,25202315,6.82523,7.34965,3.7763,533,4753,thing,Panamax,2,4,100,100,100,2014,"3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Stronghold Games,English,2014,English edition
Pandemic,30549,8.5,17,0,0,0,0,0,0,0,0,0,4,,,,,,8110776,7.53411,7.6281,2.4213,78,128947,thing,Pandemic,2,4,45,45,45,2008,"1,2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Pandemic Legacy: Season 1,161936,7,6,0,1,0,0,0,0,0,0,0,2,,,,,,50102196,8.47533,8.62927,2.8307,2,52829,thing,Pandemic Legacy: Season 1,2,4,60,60,60,2015,"2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Pandemic: On the Brink,40849,7,2,0,0,0,0,0,0,0,0,0,3,,,,,,9954424,7.82848,8.08069,2.6527,0,39424,thing,Pandemic: On the Brink,2,5,45,45,45,2009,"1,2,3,4,5",4,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
Patchistory,144041,8,2,0,0,0,0,0,0,0,0,0,3,,,,,,24877612,6.48113,7.18735,3.7568,982,2929,thing,Patchistory,2,4,120,120,60,2013,"2,3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Patchwork,163412,7,5,0,1,0,0,0,0,0,0,0,4,,,,,,33439025,7.58697,7.6959,1.666,65,52657,thing,Patchwork,2,2,30,30,15,2014,2,2,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Pax Pamir,155255,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,33214276,6.35352,7.56143,3.6351,1220,1975,thing,Pax Pamir,2,5,120,120,60,2015,"3,4,5",4,14+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Pax Pamir (Second Edition),256960,8,1,0,0,0,0,0,0,0,0,0,3,,,,,,61673523,6.89225,8.42027,3.6961,460,2666,thing,Pax Pamir (Second Edition),1,5,120,120,45,2019,"1,2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Pax Porfiriana,128780,10,10,0,0,0,0,0,0,0,1,0,4,Delux collectors edition being released in fall 2018.  Considering pick up if reasonable.,"One of the most well balanced and constructed games I have played. Ebbs and flows throughout the game as the player in the lead easily shifts, if one can even be identified due to the multiple ways to win. Sub selection of the complete deck used for each game makes it highly replayable. ",,,,18993134,6.91762,7.67072,3.5187,439,4005,thing,Pax Porfiriana,1,6,120,120,120,2012,"2,3,4,5",4,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Pax Renaissance,198953,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,41421061,6.81005,8.04163,4.306,555,3133,thing,Pax Renaissance,2,4,120,120,60,2016,"2,3,4",3,14+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Pay Dirt,125050,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,30156393,5.91996,6.80812,2.5652,2635,1119,thing,Pay Dirt,2,5,90,90,90,2014,"2,3,4",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Pelican Cove,90870,7.5,10,0,1,0,0,0,0,0,0,0,1,"Must be purchased from publishers website:
http://www.simplyfun.com/PublicStore/stores/homeoffice/AM/product/Pelican-Cove,894.aspx

Alternate name: ULURU: NEUER TUMULT AM AYERS ROCK... can be found on Amazon.",,,,,35528545,6.05891,6.75244,1.8125,2025,1278,thing,Pelican Cove,1,5,30,30,30,2011,"1,2,3,4,5","4,5",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Pharaoh's Gulo Gulo,175088,8,2,0,0,0,0,0,0,0,0,0,3,,Excellent children's game. Entry level strategy with good dexterity component.  Children have a natural advantage due to their smaller fingers. This edition is wholly better than the original Gulo Gulo.  The addition of the mummy and beetles provides slightly more tactics.  ,,,,30156395,5.71149,6.84145,1.1538,4270,591,thing,Pharaoh's Gulo Gulo,2,6,20,20,20,2015,"2,3,4,5,6",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Photosynthesis,218603,6,1,0,0,0,0,0,0,0,0,0,3,,,,,,56974856,7.0063,7.215,2.272,354,19379,thing,Photosynthesis,2,4,60,60,30,2017,"2,3,4",3,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
The Pillars of the Earth,24480,6,,0,0,0,0,0,0,0,0,0,3,,,,,,8073750,7.13945,7.30239,2.8259,258,18224,thing,The Pillars of the Earth,2,4,120,120,90,2006,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Pirate Dice: Voyage on the Rolling Seas,124047,3,1,0,0,0,0,0,0,0,0,0,3,,I love RoboRally. This has RoboRally guts but is significantly less fun. The 5x5 boards compact the play area too much. The boards have too many elements. Only having 6 dice is too limiting. Getting locked in on moves after taking a second point of damage is too punishing. Rules are poorly written. The ghost ship is a really fun idea but it is too strong since it switches boards to follow you and fires after every bell. It makes it impossible to lower sails and recover damage if you have the treasure since you opponents will use it to destroy you. The most redeeming quality is skulduggery. This game needs a major rules overhaul to be enjoyable. I'd play RoboRally 10 out of 10 times when choosing between the two games. ,,,,17547572,5.69413,6.17401,1.6667,4506,902,thing,Pirate Dice: Voyage on the Rolling Seas,2,4,60,60,30,2012,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Pit,140,6,,0,0,0,0,0,0,0,0,0,3,,,,,,8105498,6.22532,6.38841,1.158,1511,12925,thing,Pit,3,8,90,90,30,1903,"4,5,6,7,8","6,7,8",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
PitchCar,150,7,17,0,0,0,0,0,0,0,0,0,4,,,,,,8908633,7.00839,7.2408,1.1234,351,9239,thing,PitchCar,2,8,30,30,30,1995,"2,3,4,5,6,7,8",6,5+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Port Royal,156009,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,44171387,6.93213,7.14535,1.6115,424,15429,thing,Port Royal,2,5,50,50,20,2014,"2,3,4,5","3,4",8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Power Grid,2651,9,5,0,0,0,0,0,0,0,0,0,4,,Awesome economic game blended with area control.  Rules dictating starting order prevent a runaway leader.,,,,8073747,7.79275,7.88375,3.2761,34,59831,thing,Power Grid,2,6,120,120,120,2004,"3,4,5,6","4,5",12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Power Grid Deluxe: Europe/North America,155873,0,,0,0,0,0,0,0,0,0,1,4,,,,,,33839917,7.29686,8.04009,3.2,167,5651,thing,Power Grid Deluxe: Europe/North America,2,6,120,120,120,2014,"2,3,4,5,6","4,5",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Power Grid: Factory Manager,44163,7,3,0,0,0,0,0,0,1,0,0,3,,,,,,9243343,6.60365,6.86755,2.9936,803,6486,thing,Power Grid: Factory Manager,2,5,60,60,60,2009,"2,3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Power Struggle,55697,8,3,0,1,0,0,0,0,0,0,0,3,,,,,,13905629,6.44358,7.01027,3.346,1052,3173,thing,Power Struggle,3,5,105,105,105,2009,"3,4,5","4,5",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
The Princes of Florence,555,6,,0,0,0,0,0,0,1,0,0,3,,,,,,8073717,7.34346,7.54439,3.2513,150,15199,thing,The Princes of Florence,2,5,100,100,75,2000,"3,4,5",5,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
The Prodigals Club,181796,8,1,0,0,0,0,0,0,0,0,0,3,,,,,,37876921,6.5519,7.34392,3.1587,876,3648,thing,The Prodigals Club,2,5,100,100,40,2015,"2,3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Prophecy,8095,7.25,5,0,1,1,0,0,0,0,0,0,2,,Enjoy leveling up characters.  Would like to see some more difference between characters other than home guilds and starting red/blue cubes because by the end of the game all characters are essentially the same and the winner is simply the person who was able to level up the fastest which can depend on the luck of the draw.,,,,10145103,6.16131,6.67885,2.6359,1703,2578,thing,Prophecy,2,5,180,180,180,2002,"2,3,4",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Prophecy: Dragon Realm,26218,0,,0,1,1,0,0,0,0,0,0,3,,,,,,10370778,5.65348,6.86271,2.1667,0,887,thing,Prophecy: Dragon Realm,2,5,180,180,180,2003,"1,2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,expansion,,,,,,,,,,,,,,,
Puerto Rico,3076,6.5,5,0,0,0,0,0,0,0,0,0,3,,"Enjoy the mechanics that keep all players involved at all times even when it is not your turn but it feels ""scripted"" after repeat plays with experienced players.  Significant unfair advantage given to person who follows and inexperienced or untalented player.",,,,8073745,7.90851,8.02697,3.2868,22,67266,thing,Puerto Rico,3,5,150,150,90,2002,"2,3,4,5",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Pulsar 2849,228341,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,52088248,7.21262,7.77147,3.3214,214,6054,thing,Pulsar 2849,2,4,90,90,60,2017,"2,3,4",4,14+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Puzzle Strike,67928,8,34,0,1,0,0,0,0,0,0,0,3,,,,,,15973153,6.18625,6.6913,2.29,1629,1900,thing,Puzzle Strike,2,4,20,20,20,2010,"2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Puzzle Strike Shadows,123609,7,6,0,1,0,0,0,0,0,0,0,4,,,,,,16134291,6.18512,7.85466,3,1631,1120,thing,Puzzle Strike Shadows,2,4,20,20,20,2012,"2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,,,,,,,,,,,
Puzzle Strike Upgrade Pack,107935,0,,0,1,0,0,0,0,0,0,0,3,,,,,,15982080,5.63839,7.23059,2,0,317,thing,Puzzle Strike Upgrade Pack,2,4,20,20,20,2011,"2,3,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,expansion,,,,,,,,,,,,,,,
The Quacks of Quedlinburg,244521,7.5,3,0,0,0,0,0,0,0,0,0,3,,,,,,57787002,7.37651,7.72551,1.9813,133,12576,thing,The Quacks of Quedlinburg,2,4,45,45,45,2018,"2,3,4",4,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Quadropolis,176396,7.5,1,0,0,0,0,0,0,0,0,0,4,lighter weight city building game.  investigate more.  scores well among similar interest geek buddies.,,,,,34145896,7.08335,7.33188,2.2124,287,13052,thing,Quadropolis,2,4,60,60,30,2016,"2,3,4",4,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Quarto,681,4,2,0,0,0,0,0,0,0,0,0,3,,,,,,18763903,6.55157,6.8688,1.9862,877,7712,thing,Quarto,2,2,20,20,20,1991,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Québec,91984,8,1,0,0,0,0,0,0,0,0,0,3,,,,,,24344934,6.35556,7.15467,2.984,1215,2061,thing,Québec,2,5,75,75,75,2011,"3,4,5",4,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Quoridor,624,4.5,,0,0,0,0,0,0,1,0,0,1,,,,,,8521755,6.41021,6.67645,1.9037,1110,7808,thing,Quoridor,2,4,15,15,15,1997,"2,4",2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Ra,12,7,3,0,1,0,0,0,0,0,0,0,3,,Simple auction game.  Easy to teach but limited strategy as the person with the low sun tile will often declare RA on their turn.  Accessible to non-gamers.,,,,8073733,7.32371,7.46851,2.351,155,17060,thing,Ra,2,5,60,60,45,1999,"2,3,4,5","3,4",10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Race for the Galaxy,28143,7,3,0,0,0,0,0,0,0,0,0,3,,,,,,8073767,7.66269,7.76283,2.9757,49,50455,thing,Race for the Galaxy,2,4,60,60,30,2007,"2,3,4",2,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Raiders of the North Sea,170042,7,1,0,0,0,0,0,0,0,0,0,3,,,,,,48964849,7.51416,7.81062,2.5368,83,14706,thing,Raiders of the North Sea,2,4,80,80,60,2015,"2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,,,,,,,,,,,
Raise Your Goblets,202732,4,1,0,0,0,0,0,0,0,0,0,3,,,,,,43603961,5.76084,6.13328,1.3889,3749,1688,thing,Raise Your Goblets,2,12,45,45,20,2016,"4,5,6,8,10,12",6,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Rajas of the Ganges,220877,7.5,1,0,1,0,0,0,0,0,0,0,2,,,,,,54210443,7.28522,7.69168,2.8398,175,7771,thing,Rajas of the Ganges,2,4,75,75,45,2017,"2,3,4",4,10+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Rampage,97903,8,9,0,1,0,0,0,0,0,0,0,3,,,,,,19791442,6.64225,6.88271,1.481,739,10742,thing,Terror in Meeple City,2,4,45,45,45,2013,"2,3,4",4,6+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,Repos Production,English,2013,English first edition
Raptor,177639,7.5,3,0,0,0,0,0,0,0,0,0,3,,,,,,41632812,7.03804,7.38458,2.0667,322,9636,thing,Raptor,2,2,25,25,25,2015,2,2,8+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
Real Dumb Laws,6969,1,,0,0,0,0,0,0,0,0,0,3,,,,,,8105516,0,3.525,1,0,48,thing,Real Dumb Laws,2,4,60,60,60,2003,,,,,,,,,,standalone,,,,,,,,,,,,,,,
Red November,36946,7.5,4,0,0,0,0,0,0,0,0,0,4,,,,,,10134694,6.1745,6.32268,2.0695,1664,10604,thing,Red November,1,8,120,120,60,2008,"1,2,3,4,5,6",4,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
Red7,161417,6.5,5,0,1,0,0,0,0,0,0,0,3,Simple filler ladder card game. Easy to teach and play. ,,,,,28860928,6.77149,6.95523,1.6657,602,15462,thing,Red7,2,4,30,30,5,2014,"2,3,4",4,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,,,,,,,,,,,
The Resistance,41114,7.5,17,0,0,0,0,0,0,0,0,0,3,,,,,,13304900,7.19972,7.31965,1.6175,222,49893,thing,The Resistance,5,10,30,30,30,2009,"5,6,7,8,9,10",7,12+,No necessary in-game text,,,,,,standalone,,,,,,,,,,,,,,,
